id,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier,legal_references,source_url
Q058,D,$293.31,293.31,AUD,"The minor benefits exemption applies only where the notional taxable value is LESS than $300 → Here the value is exactly $300, so the exemption does NOT apply and the benefit is taxable → It is a Type 1 benefit (GST credit available): grossed-up value = $300 x 2.0802 = $624.06 → FBT payable = $624.06 x 47% = $293.31","{""$141.00"": ""Applied 47% FBT to the taxable value without grossing it up"", ""$266.04"": ""Used the Type 2 gross-up rate (1.8868) even though a GST credit was available"", ""$0.00"": ""Assumed $300 qualifies for the minor benefits exemption, but the test is LESS than $300, so the exemption does not apply"", ""$293.31"": ""Correct answer""}","{""formula"": ""round(notional_value * gross_up_t1 * fbt_rate, 2)"", ""params"": {""notional_value"": 300, ""gross_up_t1"": 2.0802, ""gross_up_t2"": 1.8868, ""fbt_rate"": 0.47}, ""expected"": 293.31}","[""FBTAA 1986 s 58P"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/exemptions-concessions-and-other-ways-to-reduce-fbt/minor-benefits-exemption
Q059,D,"$35,063",35063.0,AUD,"Tax-free limit = base + (service × years) = 11,985 + (5,994 × 8) = 11,985 + 47,952 = 59,937 → Marcus's age (61) and the $7,000 unused annual leave are not used in this calculation: the tax-free limit depends only on completed years of service, and unused annual leave is taxed separately (not part of the genuine redundancy payment) → ETP excess = genuine redundancy part − tax-free limit = 95,000 − 59,937 = 35,063","{""$77,021"": ""Used only one year's service amount instead of multiplying by the 8 completed years"", ""$59,937"": ""Reported the tax-free limit itself instead of the ETP amount in excess of it"", ""$42,063"": ""Wrongly added the $7,000 unused annual leave into the genuine redundancy part (annual leave is taxed separately, not part of it)"", ""$35,063"": ""Correct answer""}","{""formula"": ""genuine_part - (base + service*years)"", ""params"": {""genuine_part"": 95000, ""base"": 11985, ""service"": 5994, ""years"": 8, ""age"": 61, ""annual_leave"": 7000}, ""expected"": 35063.0}","[""ITAA 1997 s 83-170"", ""ITAA 1997 s 83-175"", ""ITAA 1997 s 82-10""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/engaging-a-worker/when-a-worker-leaves-your-business/taxation-of-termination-payments/redundancy-and-early-retirement
Q060,D,$250,250.0,AUD,"Termination value (sale proceeds) = 2,100 → Adjustable value at time of sale = 1,850 → Termination value exceeds adjustable value, so the excess is assessable: 2,100 - 1,850 = 250","{""-$250"": ""Subtracted the wrong way round (treated it as a deductible amount instead of assessable)"", ""-$300"": ""Compared the termination value with the original cost instead of the adjustable value"", ""$550"": ""Used the original cost instead of the termination value"", ""$250"": ""Correct answer""}","{""formula"": ""termination_value - adjustable_value"", ""params"": {""termination_value"": 2100, ""adjustable_value"": 1850, ""cost"": 2400}, ""expected"": 250.0}","[""ITAA 1997 s 40-285"", ""ITAA 1997 s 40-300""]",https://www.ato.gov.au/forms-and-instructions/depreciating-assets-guide-2020/what-happens-if-you-no-longer-hold-or-use-a-depreciating-asset
Q061,A,"$16,280.00",16280.0,AUD,"PAYG instalment (option 2) = instalment income (T1) × instalment rate (T2) → = $148,000 × 11% → = $16,280","{""$16,280.00"": ""Correct answer"", ""$1,345,454.55"": ""Divided by the instalment rate instead of multiplying by it"", ""$148,000.00"": ""Reported the instalment income as the amount payable without applying the instalment rate"", ""$162.80"": ""Divided the already-decimal rate by 100 again, treating 11% as 0.11%""}","{""formula"": ""instalment_income * rate"", ""params"": {""instalment_income"": 148000, ""rate"": 0.11}, ""expected"": 16280.0}","[""TAA 1953 Sch 1 s 45-110"", ""TAA 1953 Sch 1 s 45-15""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/payg-instalments/calculate-your-payg-instalments
Q062,A,$0.00,0.0,AUD,"Division 293 tax applies to the excess OVER $250,000, not at the threshold. → Excess = 250,000 - 250,000 = 0. → Taxable contributions for Division 293 = lesser of the excess (0) and contributions ($25,000) = 0. → Division 293 tax = 0 x 0.15 = 0.","{""$0.00"": ""Correct answer"", ""$0.15"": ""Treated income at the threshold as $1 over and charged 15c"", ""$37,500.00"": ""Applied the 15% rate to the entire $250,000 of income"", ""$3,750.00"": ""Charged 15% on all $25,000 of concessional contributions, ignoring that nothing is over the threshold""}","{""formula"": ""max(0, min(div293_income - threshold, concessional)) * div293_rate"", ""params"": {""div293_income"": 250000, ""threshold"": 250000, ""div293_rate"": 0.15, ""concessional"": 25000}, ""expected"": 0.0}","[""ITAA 1997 s 293-15"", ""ITAA 1997 s 293-20"", ""ITAA 1997 Div 293""]",https://www.ato.gov.au/tax-rates-and-codes/key-superannuation-rates-and-thresholds/division-293-tax
Q063,A,"$2,678.58",2678.58,AUD,"Frankable distribution = 12,500; benchmark franking percentage = 50%; actual franking = 0% → Franking percentage differential = 50% - 0% = 50% → Gross-up rate (30% rate) = (100% - 30%) / 30% = 2.33333 → Under-franking debit = 12,500 x 50% / 2.33333 = 2,678.58","{""$2,678.58"": ""Correct answer"", ""$5,357.15"": ""Calculated the maximum franking credit on the whole distribution instead of the 50% under-franked portion"", ""$6,250.00"": ""Multiplied the distribution by the differential but forgot to divide by the gross-up rate"", ""$2,370.66"": ""Used the 27.5% base-rate-entity gross-up rate instead of Re Pty Ltd's 30% rate (2.33333)""}","{""formula"": ""distribution * franking_differential / gross_up_rate"", ""params"": {""distribution"": 12500, ""franking_differential"": 0.5, ""gross_up_rate"": 2.33333}, ""expected"": 2678.58}","[""ITAA 1997 s 203-50"", ""ITAA 1997 s 205-30""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/in-detail/how-to-calculate-over-franking-tax-and-under-franking-debit
Q064,D,"$1,257.02",1257.02,AUD,"Repayment income $62,851 is the first dollar of the 2024-25 2.0% band ($62,851 - $66,620). → For 2024-25 the rate applies to the WHOLE repayment income, not the amount over a threshold. → Repayment = 62,851 x 0.02 = 1,257.02.","{""$168.32"": ""Charged 2% only on the amount over the nil threshold (marginal thinking), which doesn't apply for 2024-25"", ""$628.51"": ""Used the 1.0% rate from the band below instead of the 2.0% band the income falls in"", ""$0.00"": ""Charged 2% only on the excess over the band floor, giving $0"", ""$1,257.02"": ""Correct answer""}","{""formula"": ""repayment_income * rate"", ""params"": {""repayment_income"": 62851, ""rate"": 0.02, ""lower_rate"": 0.01, ""nil_threshold"": 54435}, ""expected"": 1257.02}","[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/tax-rates-and-codes/study-and-training-support-loans-rates-and-repayment-thresholds
Q065,C,"$26,312.50",26312.5,AUD,"The $5,000 inheritance is a non-assessable capital receipt and is excluded from income → Taxable income = salary 105,000 + bank interest 1,200 − deduction 2,300 = 103,900 → Income tax (2023-24 bracket $45,001-$120,000) = 5,092 + (103,900 − 45,000) × 0.325 = 5,092 + 19,142.50 = 24,234.50 → Medicare levy = 103,900 × 0.02 = 2,078 → Income tax payable incl Medicare levy = 24,234.50 + 2,078 = 26,312.50","{""$24,234.50"": ""Forgot to add the 2% Medicare levy"", ""$27,106.00"": ""Forgot to subtract the $2,300 of deductible work-related expenses"", ""$26,312.50"": ""Correct answer"", ""$28,037.50"": ""Wrongly included the $5,000 inheritance (a non-assessable capital receipt) in taxable income""}","{""formula"": ""base + ((salary + bank_interest - deduction) - threshold) * marginal_rate + (salary + bank_interest - deduction) * medicare_rate"", ""params"": {""salary"": 105000, ""bank_interest"": 1200, ""deduction"": 2300, ""inheritance"": 5000, ""base"": 5092, ""threshold"": 45000, ""marginal_rate"": 0.325, ""medicare_rate"": 0.02}, ""expected"": 26312.5}","[""ITAA 1997 s 4-10"", ""ITAA 1997 s 6-5"", ""ITAA 1997 s 8-1"", ""Income Tax Rates Act 1986 Sch 7"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/tax-rates-and-codes/tax-rates-australian-residents
Q066,D,"$4,142",4142.0,AUD,"Kept taxable income within the 2021-22 $18,201-$45,000 bracket (19c in the dollar over the tax-free threshold) → The first $18,200 is tax-free (tax-free threshold); only income over $18,200 is taxed at 19c → Tax = (40,000 - 18,200) x 0.19 = 21,800 x 0.19 = 4,142","{""$7,085"": ""Applied the 32.5% rate (the next bracket up) instead of 19%"", ""$4,578"": ""Added a Medicare levy even though the stated figure is income tax only"", ""$7,600"": ""Ignored the tax-free threshold and taxed the whole $40,000 at 19%"", ""$4,142"": ""Correct answer""}","{""formula"": ""(taxable_income - tax_free_threshold) * marginal_rate"", ""params"": {""taxable_income"": 40000, ""tax_free_threshold"": 18200, ""marginal_rate"": 0.19}, ""expected"": 4142.0}","[""ITAA 1997 s 4-10"", ""Income Tax Rates Act 1986 Sch 7""]",https://www.ato.gov.au/forms-and-instructions/low-and-middle-income-earner-tax-offsets
Q067,D,"$15,042.67",15042.67,AUD,"Kept resident_months within the valid 1-12 month range (4 of 12 months) → Flat component = $13,464 → Apportioned component = ($4,736 / 12) x 4 = 394.67 x 4 = 1,578.67 → Tax-free threshold = 13,464 + 1,578.67 = 15,042.67","{""$6,066.67"": ""Apportioned the whole $18,200 threshold instead of only the $4,736 component"", ""$18,200.00"": ""Gave the full $4,736 additional amount instead of apportioning it for 4 months"", ""$1,578.67"": ""Pro-rated only the $4,736 component and dropped the flat $13,464 entirely"", ""$15,042.67"": ""Correct answer""}","{""formula"": ""flat_amount + (apportioned_amount / total_months) * resident_months"", ""params"": {""flat_amount"": 13464, ""apportioned_amount"": 4736, ""resident_months"": 4, ""total_months"": 12}, ""expected"": 15042.67}","[""Income Tax Rates Act 1986 s 20"", ""Income Tax Rates Act 1986 s 16""]",https://www.ato.gov.au/individuals-and-families/coming-to-australia-or-going-overseas/living-overseas-and-becoming-a-foreign-tax-resident
Q068,A,"$5,100",5100.0,AUD,"Deductible (concessional) personal contribution = $6,000 → Super fund pays 15% contributions tax: 6,000 x 0.15 = $900 → Amount credited to the account = 6,000 - 900 = $5,100 (i.e. 6,000 x 0.85)","{""$5,100"": ""Correct answer"", ""$6,000"": ""Forgot the 15% contributions tax the fund pays on concessional contributions"", ""$6,375"": ""Taxed the whole $7,500 contribution rather than only the $6,000 claimed as a deduction"", ""$900"": ""Reported the $900 tax instead of the net amount credited""}","{""formula"": ""contribution * (1 - contrib_tax_rate)"", ""params"": {""contribution"": 6000, ""contrib_tax_rate"": 0.15, ""full_contribution"": 7500}, ""expected"": 5100.0}","[""ITAA 1997 s 290-150"", ""ITAA 1997 s 295-160"", ""ITAA 1997 s 295-190""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/how-to-save-more-in-your-super/personal-super-contributions
Q069,B,"$6,300",6300.0,AUD,"Raw balancing adjustment = adjustable value - termination value = 30,000 - 21,000 = 9,000 (a deduction) → Reduce to the 70% taxable-use proportion: 9,000 x 70% = 6,300 → Greta can claim a $6,300 deduction","{""$2,700"": ""Applied the 30% private-use percentage instead of the 70% taxable-use percentage"", ""$6,300"": ""Correct answer"", ""-$6,300"": ""Reversed the subtraction, turning a deduction into an assessable amount"", ""$9,000"": ""Forgot to reduce the balancing adjustment for the 30% private use""}","{""formula"": ""(adjustable_value - termination_value) * taxable_pct"", ""params"": {""adjustable_value"": 30000, ""termination_value"": 21000, ""taxable_pct"": 0.7, ""private_pct"": 0.3}, ""expected"": 6300.0}","[""ITAA 1997 s 40-285"", ""ITAA 1997 s 40-290""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/disposing-or-ceasing-to-use-a-depreciating-asset
Q070,A,$900.00,900.0,AUD,"The equipment is a creditable purchase and BR Holdings holds a tax invoice → GST credit = one eleventh of the GST-inclusive purchase price → GST credit = 9,900 / 11 = 900","{""$900.00"": ""Correct answer"", ""$825.00"": ""Divided the price by the wrong divisor (12) instead of 11"", ""$990.00"": ""Took 10% of the GST-inclusive price instead of 1/11"", ""$81.82"": ""Divided by 11 twice""}","{""formula"": ""purchase_price / 11"", ""params"": {""purchase_price"": 9900}, ""expected"": 900.0}","[""GST Act s 11-20"", ""GST Act s 11-25"", ""GST Act s 29-10""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/claiming-gst-credits/when-you-can-claim-a-gst-credit
Q071,B,$751.25,751.25,AUD,"Walter's rebate income $37,800 is above the $30,994 couple shading-out threshold but below the $43,810 couple cut-out, so it stays within the same shade-out segment as the base example → Walter's actual rebate income above the couple shading-out threshold = 37,800 - 30,994 = 6,806 → Reduction = 6,806 x 0.125 = 850.75 → SAPTO = 1,602 - 850.75 = 751.25","{""-$3,123.00"": ""Reduced by 12.5% of total rebate income instead of only the amount over the shading-out threshold"", ""$751.25"": ""Correct answer"", ""$1,602.00"": ""Ignored the shading-out reduction and claimed the full couple maximum $1,602"", ""$1,379.25"": ""Used the single maximum $2,230 instead of the couple rate $1,602""}","{""formula"": ""max_offset - (rebate_income - shade_threshold) * reduction_rate"", ""params"": {""rebate_income"": 37800, ""max_offset"": 1602, ""shade_threshold"": 30994, ""reduction_rate"": 0.125, ""single_max"": 2230}, ""expected"": 751.25}","[""ITAA 1936 s 160AAAA"", ""Income Tax Assessment (1936 Act) Regulation 2015""]",https://www.ato.gov.au/individuals-and-families/income-deductions-offsets-and-records/tax-offsets/seniors-and-pensioners-tax-offset
Q072,A,"$60,000",60000.0,AUD,"Aggregated turnover is under $50m, but the company is a base rate entity only if 80% or less of assessable income is base rate entity passive income → Here 90% of assessable income is passive income, which is more than 80%, so the company is NOT a base rate entity → The full 30% company tax rate applies: $200,000 x 30% = $60,000","{""$60,000"": ""Correct answer"", ""$10,000"": ""Applied only the 5% rate differential instead of the full 30% rate"", ""$55,000"": ""Used the superseded 27.5% base rate entity rate from an earlier income year"", ""$50,000"": ""Applied the 25% base rate entity rate, ignoring that passive income over 80% disqualifies the company""}","{""formula"": ""taxable_income * rate_full"", ""params"": {""taxable_income"": 200000, ""rate_full"": 0.3, ""rate_bre"": 0.25, ""rate_old"": 0.275}, ""expected"": 60000.0}","[""ITRA 1986 s 23"", ""ITAA 1997 s 23AA"", ""ITAA 1997 s 23AB""]",https://www.ato.gov.au/tax-rates-and-codes/company-tax-rate-changes
Q073,B,"$25,000",25000.0,AUD,"Diminishing value formula: base value x (days held / 365) x (200% / effective life) → Rate = 200% / 4 years = 50% → Decline in value = 50,000 x (365 / 365) x 50% = 25,000","{""$18,750"": ""Used the old 150% diminishing value rate (for assets held before 10 May 2006)"", ""$25,000"": ""Correct answer"", ""$6,250"": ""Divided by the effective life twice"", ""$12,500"": ""Used the prime cost 100% rate instead of the diminishing value 200% rate""}","{""formula"": ""base_value * (days_held / days_year) * (dv_factor / effective_life)"", ""params"": {""base_value"": 50000, ""days_held"": 365, ""days_year"": 365, ""effective_life"": 4, ""dv_factor"": 2.0, ""pc_factor"": 1.0}, ""expected"": 25000.0}","[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-70"", ""ITAA 1997 s 40-72""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/prime-cost-straight-line-and-diminishing-value-methods
Q074,A,"$17,302.08",17302.08,AUD,"Tax-free limit = base + (service × years) = 11,985 + (5,994 × 9) = 11,985 + 53,946 = 65,931 → Taxable ETP component = genuine redundancy part − tax-free limit = 120,000 − 65,931 = 54,069 → As it is under the ETP cap and Bianca is below preservation age, tax = 30% + 2% Medicare = 32% → Tax = 54,069 × 0.32 = 17,302.08","{""$17,302.08"": ""Correct answer"", ""$38,400.00"": ""Taxed the whole $120,000 redundancy payment at 32%, ignoring the tax-free limit"", ""$16,220.70"": ""Applied only the 30% ETP rate and forgot the 2% Medicare levy"", ""$32,646.72"": ""Used only one year's service amount instead of multiplying by the 9 completed years""}","{""formula"": ""(genuine_part - (base + service*years)) * (etp_rate + medicare_rate)"", ""params"": {""genuine_part"": 120000, ""base"": 11985, ""service"": 5994, ""years"": 9, ""etp_rate"": 0.3, ""medicare_rate"": 0.02}, ""expected"": 17302.08}","[""ITAA 1997 s 82-10"", ""ITAA 1997 s 83-170"", ""ITAA 1997 s 83-175"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/individuals-and-families/jobs-and-employment-types/working-as-an-employee/leaving-your-job/how-etp-components-are-taxed
Q075,B,"$12,000",12000.0,AUD,"Capital gain before discount = 24,000 → Priya owned the land for at least 12 months as an Australian resident, so she is entitled to the 50% CGT discount → Apply 50% CGT discount: 24,000 x 0.5 = 12,000","{""$6,000"": ""Applied the 50% discount twice (halved the already-discounted gain)"", ""$12,000"": ""Correct answer"", ""$48,000"": ""Divided by 0.5 instead of multiplying, doubling the gain"", ""$24,000"": ""Forgot to apply the 50% CGT discount and declared the full gain""}","{""formula"": ""gain * discount_rate"", ""params"": {""gain"": 24000, ""discount_rate"": 0.5}, ""expected"": 12000.0}","[""ITAA 1997 s 104-10"", ""ITAA 1997 s 115-25"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt
Q076,B,"$3,750",3750.0,AUD,"Division 293 income = 280,000 + 25,000 = 305,000. → Excess over threshold = 305,000 - 250,000 = 55,000. → Tax base = lesser of the excess (55,000) and the contributions (25,000) = 25,000. → Division 293 tax = 25,000 x 0.15 = 3,750.","{""$4,500"": ""Computed the excess from taxable income only ($30,000), forgetting to add the contributions when comparing to the threshold"", ""$3,750"": ""Correct answer"", ""$8,250"": ""Charged 15% on the full $55,000 excess instead of the lesser-of $25,000 contributions"", ""$7,500"": ""Applied a 30% rate instead of the 15% Division 293 rate""}","{""formula"": ""min((taxable_income + concessional) - threshold, concessional) * div293_rate"", ""params"": {""taxable_income"": 280000, ""concessional"": 25000, ""threshold"": 250000, ""div293_rate"": 0.15}, ""expected"": 3750.0}","[""ITAA 1997 s 293-15"", ""ITAA 1997 s 293-20"", ""ITAA 1997 s 293-25""]",https://www.ato.gov.au/tax-rates-and-codes/key-superannuation-rates-and-thresholds/division-293-tax
Q077,C,$0.00,0.0,AUD,"Notional taxable value of the hamper = $275, which is less than $300 → The benefit is provided once (infrequent and irregular) and it would be unreasonable to treat it as a fringe benefit → The minor benefits exemption (s 58P) applies, so the benefit is exempt and the taxable value is $0","{""$275.00"": ""Used the notional value $275 as the taxable value, missing that the minor benefits exemption makes it $0"", ""$243.87"": ""Treated the exempt minor benefit as taxable and grossed it up at the Type 2 rate then applied 47% FBT"", ""$0.00"": ""Correct answer"", ""$268.87"": ""Treated the exempt benefit as a taxable Type 1 benefit, grossing up at 2.0802 and applying 47% FBT""}","{""formula"": ""0 * notional_value"", ""params"": {""notional_value"": 275, ""gross_up_t1"": 2.0802, ""gross_up_t2"": 1.8868, ""fbt_rate"": 0.47}, ""expected"": 0.0}","[""FBTAA 1986 s 58P"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/exemptions-concessions-and-other-ways-to-reduce-fbt/minor-benefits-exemption
Q078,C,"$79,500",79500.0,AUD,"Carried-forward unused concessional cap entering 2021-22 = $52,000 → Add the standard 2021-22 concessional contributions cap of $27,500 (cap kept fixed from the base example) → Maximum concessional contributions Diego can make = 52,000 + 27,500 = $79,500","{""$41,500"": ""Subtracted the $38,000 Diego actually contributed, which the cap headroom does not deduct"", ""$27,500"": ""Ignored the carried-forward unused cap and used only the annual cap"", ""$79,500"": ""Correct answer"", ""$82,000"": ""Added the 2024-25 cap of $30,000 instead of the 2021-22 cap of $27,500""}","{""formula"": ""accumulated_unused + annual_cap_2122"", ""params"": {""accumulated_unused"": 52000, ""annual_cap_2122"": 27500, ""annual_cap_2425"": 30000, ""contributed_2122"": 38000}, ""expected"": 79500.0}","[""ITAA 1997 s 291-20"", ""ITAA 1997 s 291-25""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/concessional-contributions-cap
Q079,C,$990.00,990.0,AUD,"Apportion the annual rates by the portion of the year rented: 1,650 x (219 / 365) → = 1,650 x 0.6000 = 990","{""$1,650.00"": ""Claimed the full year of council rates without apportioning for the private-use period"", ""$987.30"": ""Divided by 366 instead of 365"", ""$990.00"": ""Correct answer"", ""$660.00"": ""Apportioned using the private-use days (215) instead of the days rented (150)""}","{""formula"": ""council_rates * days_rented / days_in_year"", ""params"": {""council_rates"": 1650, ""days_rented"": 219, ""days_in_year"": 365}, ""expected"": 990.0}","[""ITAA 1997 s 8-1""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q080,C,$475.00,475.0,AUD,"Kept taxable income within the 2021-22 LITO 5c taper band ($37,501-$45,000) → LITO = $700 minus 5 cents for every $1 above $37,500 → Income above the taper start = 42,000 - 37,500 = 4,500 → Reduction = 4,500 x 0.05 = 225 → LITO = 700 - 225 = 475","{""$632.50"": ""Used the 1.5c taper rate (which only applies above $45,000) instead of 5c"", ""$700.00"": ""Gave the full $700 LITO without applying the taper above $37,500"", ""$475.00"": ""Correct answer"", ""-$1,400.00"": ""Applied the 5c taper to the whole taxable income instead of only the amount over $37,500""}","{""formula"": ""max_offset - (taxable_income - taper_start) * taper_rate"", ""params"": {""taxable_income"": 42000, ""max_offset"": 700, ""taper_start"": 37500, ""taper_rate"": 0.05}, ""expected"": 475.0}","[""ITAA 1936 s 159N"", ""ITAA 1997 s 61-570""]",https://www.ato.gov.au/forms-and-instructions/low-and-middle-income-earner-tax-offsets
Q081,C,"$1,500",1500.0,AUD,"Capital loss is applied at its FULL value (losses are never discounted): loss = 9,000 → Subtract the loss from the gain before any discount: 12,000 - 9,000 = 3,000 → Apply the 50% CGT discount to the remaining eligible gain: 3,000 x 0.5 = 1,500","{""$3,750"": ""Trap: wrongly discounted the capital loss by 50% before offsetting it"", ""$3,000"": ""Offset the loss but forgot to apply the 50% discount to the remaining gain"", ""$1,500"": ""Correct answer"", ""-$3,000"": ""Applied the discount to the gain before subtracting the loss (wrong order)""}","{""formula"": ""(share_gain - property_loss) * discount_rate"", ""params"": {""share_gain"": 12000, ""property_loss"": 9000, ""discount_rate"": 0.5}, ""expected"": 1500.0}","[""ITAA 1997 s 102-10"", ""ITAA 1997 s 110-55"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt
Q082,B,"$1,071.43",1071.43,AUD,"Frankable distribution = 12,500; franked to 70%; benchmark = 50% → Franking percentage differential = 70% - 50% = 20% → Gross-up rate (30% rate) = 2.33333 → Over-franking tax = 12,500 x 20% / 2.33333 = 1,071.43","{""$948.26"": ""Used the 27.5% gross-up rate (2.6364) instead of the 30% rate (2.33333)"", ""$1,071.43"": ""Correct answer"", ""$2,500.00"": ""Multiplied the distribution by the 20% differential but forgot to divide by the gross-up rate"", ""$3,750.01"": ""Used the full 70% franking percentage instead of the 20% excess over the 50% benchmark""}","{""formula"": ""distribution * franking_differential / gross_up_rate"", ""params"": {""distribution"": 12500, ""franking_differential"": 0.2, ""gross_up_rate"": 2.33333}, ""expected"": 1071.43}","[""ITAA 1997 s 203-50""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/in-detail/how-to-calculate-over-franking-tax-and-under-franking-debit
Q083,D,"$107,144.39",107144.39,AUD,"Corporate tax rate for imputation purposes = 30% (not a base rate entity) → Applicable gross-up rate = (100% - 30%) / 30% = 2.3333 → Maximum franking credit = 250,000 x (1 / 2.3333) = 107,144.39","{""$94,826.28"": ""Used the 27.5% base-rate-entity gross-up rate (2.6364) instead of the 30% rate (2.3333)"", ""$75,000.00"": ""Multiplied the distribution by the 30% tax rate directly instead of dividing by the gross-up rate"", ""$583,325.00"": ""Multiplied by the gross-up rate instead of by its reciprocal (1 / gross-up rate)"", ""$107,144.39"": ""Correct answer""}","{""formula"": ""distribution * (1 / gross_up_rate)"", ""params"": {""distribution"": 250000, ""gross_up_rate"": 2.3333}, ""expected"": 107144.39}","[""ITAA 1997 s 202-60"", ""ITAA 1997 s 995-1""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/paying-dividends-and-other-distributions/allocating-franking-credits
Q084,B,$0,0.0,AUD,"A private company loan is treated as a deemed dividend only if it is not fully repaid before the company's lodgment day for the year the loan is made → Priya repaid the full $40,000 on 1 April 2025, before the company's lodgment day → Because the loan was fully repaid before lodgment day, there is no deemed dividend: $0","{""$43,508"": ""Treated the loan plus a year of benchmark interest as the deemed dividend"", ""$0"": ""Correct answer"", ""$40,000"": ""Treated the whole $40,000 loan as a deemed dividend, ignoring that it was repaid before lodgment day"", ""$3,508"": ""Calculated notional interest at the benchmark rate as if an interest benefit arose""}","{""formula"": ""0 * loan_amount"", ""params"": {""loan_amount"": 40000, ""benchmark_rate"": 0.0877}, ""expected"": 0.0}","[""ITAA 1936 s 109D"", ""ITAA 1936 s 109N""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-loans
Q085,B,"$109,099",109099.0,AUD,"Tax-free limit = base + (service × years) = 11,985 + (5,994 × 14) = 95,901 → Amount in excess of the tax-free limit = genuine redundancy part − tax-free limit → = 205,000 − 95,901 = 109,099 (this ETP amount is taxed concessionally as it is under the ETP cap)","{""$95,901"": ""Reported the tax-free part itself instead of the amount in excess of it"", ""$109,099"": ""Correct answer"", ""$121,084"": ""Omitted the base amount from the tax-free limit before subtracting"", ""$187,021"": ""Subtracted only one year's service amount instead of 14 years when working out the tax-free limit""}","{""formula"": ""genuine_part - (base + service*years)"", ""params"": {""genuine_part"": 205000, ""base"": 11985, ""service"": 5994, ""years"": 14}, ""expected"": 109099.0}","[""ITAA 1997 s 83-170"", ""ITAA 1997 s 82-10"", ""ITAA 1997 s 83-175""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/engaging-a-worker/when-a-worker-leaves-your-business/taxation-of-termination-payments/redundancy-and-early-retirement
Q086,B,"$7,200",7200.0,AUD,"Rent = 52 weeks x $300 = 15,600 → Room expenses = 16,000 x 25% = 4,000 → General-area expenses = 16,000 x 55% x 50% = 4,400 → Net rental income = 15,600 - 4,000 - 4,400 = 7,200","{""$2,800"": ""Claimed 100% of the general-area expenses instead of John's 50% shared portion"", ""$7,200"": ""Correct answer"", ""$11,600"": ""Claimed only the room's 20% and ignored the shared general-area expenses entirely"", ""$9,200"": ""Applied the 50% shared factor to the room expenses as well as the general areas""}","{""formula"": ""weeks_rented * rent_per_week - (total_expenses * room_fraction + total_expenses * general_fraction * shared_use)"", ""params"": {""weeks_rented"": 52, ""rent_per_week"": 300, ""total_expenses"": 16000, ""room_fraction"": 0.25, ""general_fraction"": 0.55, ""shared_use"": 0.5}, ""expected"": 7200.0}","[""ITAA 1997 s 8-1"", ""IT 2167""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
