id,topic,subtopic,tax_type,year_of_income,difficulty,legal_references,source_url,question,choice_A,choice_B,choice_C,choice_D,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier
Q126,FBT,Car fringe benefit – statutory formula method with employee contribution (pre-existing commitment rate),Fringe benefits tax (car fringe benefits),2016-17,medium,"[""FBTAA 1986 s 9"", ""FBTAA 1986 s 9(2)""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2017-completing-your-return/fringe-benefit-categories/a-cars-using-the-statutory-formula,"Ironbark Surveying Group has two cars with a reduced base value of $42,000 each. The employer entered into a contract with the employees on 1 March 2011 (a pre-existing commitment in place before 7.30pm AEST on 10 May 2011) to provide the cars for 7 years. Each car travelled 32,000 kilometres in the year ending 31 March 2017 and was available to the employees for private use for the whole year. Each employee who uses a car, including Naomi Castellano, made contributions of $1,500 for fuel during the year. Because of the pre-existing commitment, the transitional statutory percentage based on 25,000 to 40,000 kilometres travelled is 11%.

What is the taxable value of the car fringe benefit for each car for the FBT year ending 31 March 2017?

A. $3,120
B. $6,900
C. $6,120
D. $4,620","$3,120","$6,900","$6,120","$4,620",A,"$3,120",3120.0,AUD,"Pre-existing commitment exists, so the transitional statutory percentage applies: 25,000 to 40,000 km travelled = 11% → Car available for the whole FBT year, so no days apportionment is needed → Taxable value = (base value x statutory rate) - employee contribution = (42,000 x 0.11) - 1,500 → = 4,620 - 1,500 = 3,120","{""$3,120"": ""Correct answer"", ""$6,900"": ""Used the flat 20% rate instead of the 11% pre-existing-commitment transitional rate"", ""$6,120"": ""Added the employee contribution instead of subtracting it"", ""$4,620"": ""Forgot to subtract the $1,500 employee (fuel) contribution""}","{""formula"": ""base_value * statutory_rate - employee_contribution"", ""params"": {""base_value"": 42000, ""statutory_rate"": 0.11, ""employee_contribution"": 1500}, ""expected"": 3120.0}"
Q127,Depreciation,Decline in value denied – asset used 100% privately (no taxable use),"Income tax (capital allowances, Div 40)",2024-25,medium,"[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-25(2)""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/property-and-land/residential-rental-properties/rental-expenses/depreciating-assets-in-rental-properties,"Grace owns a holiday house that she uses entirely for her own private holidays. It is never rented out and is never genuinely available for rent. During 2024-25 she buys a new $4,000 dishwasher and installs it in the holiday house. Although the decline in value of a depreciating asset starts when it is first used or installed ready for use, the deduction must be reduced for any private use – and here the use is 100% private (0% taxable use).

What decline-in-value deduction can Grace claim for the dishwasher in 2024-25?

A. $0
B. $4,000
C. $800
D. $400",$0,"$4,000",$800,$400,A,$0,0.0,AUD,"The dishwasher is used 0% for a taxable purpose (100% private holiday use) → Decline in value must be reduced for private use; with 0% taxable use the deductible amount is nil → Full-year diminishing value would be 4,000 x (2.0/10) = 800, but x 0% taxable use = 0 → Deduction = 0","{""$0"": ""Correct answer"", ""$4,000"": ""Claimed the whole $4,000 cost as an immediate deduction (asset is over $300 and wholly private)"", ""$800"": ""Trap: claimed the full diminishing value deduction (800) ignoring that the asset is used 100% privately"", ""$400"": ""Claimed a prime-cost deduction (400) ignoring the 100% private use""}","{""formula"": ""cost * (dv_factor / effective_life) * taxable_pct"", ""params"": {""cost"": 4000, ""taxable_pct"": 0.0, ""effective_life"": 10, ""dv_factor"": 2.0}, ""expected"": 0.0}"
Q128,Depreciation,Instant asset write-off – full cost equals the limit exactly (does not qualify),"Income tax (simplified depreciation, Div 328)",2024-25,hard,"[""ITAA 1997 s 328-180"", ""IT(TP)A 1997 s 328-180"", ""ITAA 1997 s 328-185""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/instant-asset-write-off,"Marco is a sole trader (aggregated turnover under $10 million) using the simplified depreciation rules. On 10 October 2024 he buys a packaging machine for exactly $20,000 (GST-exclusive) and uses it 100% for his business. The instant asset write-off limit for 2024-25 is $20,000, and to qualify an asset's full cost must be LESS THAN the limit. Because the cost is not below the limit, the asset cannot be instantly written off; instead it is added to the small business pool, which deducts 15% of the cost in the first year.

What deduction can Marco claim for the packaging machine in 2024-25?

A. $20,000
B. $1,500
C. $6,000
D. $3,000","$20,000","$1,500","$6,000","$3,000",D,"$3,000",3000.0,AUD,"The instant asset write-off requires the asset's full cost to be LESS THAN $20,000 → The cost is exactly $20,000, which is not below the limit, so the immediate write-off is NOT available → The asset is allocated to the small business pool and deducted at 15% in the first year: 20,000 x 15% = 3,000","{""$20,000"": ""Trap: claimed the full $20,000 under the instant asset write-off, but at exactly the limit the cost is not 'less than' the limit so it does not qualify"", ""$1,500"": ""Halved the first-year pool deduction again"", ""$6,000"": ""Used the 30% ongoing pool rate instead of the 15% first-year (half-rate) pool rate"", ""$3,000"": ""Correct answer""}","{""formula"": ""cost * first_year_pool_rate"", ""params"": {""cost"": 20000, ""limit"": 20000, ""first_year_pool_rate"": 0.15, ""ongoing_pool_rate"": 0.3}, ""expected"": 3000.0}"
Q129,Study and training loans,"Compulsory repayment – 2025-26 band $125,001–$179,285 ($8,700 + 17c)",Study and training support loan – compulsory repayment,2025-26,medium,"[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/tax-rates-and-codes/study-and-training-support-loans-rates-and-repayment-thresholds,"In the 2025-26 financial year Declan has a taxable income of $134,200 and reportable super contributions of $16,320, giving a repayment income of $150,520. For 2025-26 the band from $125,001 to $179,285 is $8,700 plus 17c for each $1 of repayment income over $125,000.

What is Declan's compulsory study and training loan repayment for 2025-26?

A. $15,052.00
B. $4,338.40
C. $13,038.40
D. $34,288.40","$15,052.00","$4,338.40","$13,038.40","$34,288.40",C,"$13,038.40",13038.4,AUD,"Repayment income = 134,200 + 16,320 = 150,520, which stays within the same $125,001-$179,285 band as the base example → Income above $125,000 = 150,520 - 125,000 = 25,520 → 17c component = 25,520 x 17% = 4,338.40 → Compulsory repayment = 8,700 + 4,338.40 = 13,038.40","{""$15,052.00"": ""Applied the 10% top-band rate to the whole repayment income"", ""$4,338.40"": ""Forgot to add the $8,700 base amount for the band"", ""$13,038.40"": ""Correct answer"", ""$34,288.40"": ""Applied 17% to the whole repayment income before adding the base, instead of only to the excess over $125,000""}","{""formula"": ""base + (repayment_income - threshold) * rate"", ""params"": {""repayment_income"": 150520, ""threshold"": 125000, ""base"": 8700, ""rate"": 0.17}, ""expected"": 13038.4}"
Q130,Individual income tax,Combined LITO + LMITO offset reducing tax payable,Income tax offset,2021-22,medium,"[""ITAA 1936 s 159N"", ""ITAA 1997 s 61-570"", ""ITAA 1997 s 61-575""]",https://www.ato.gov.au/forms-and-instructions/low-and-middle-income-earner-tax-offsets,"Selina's taxable income is $43,000 for 2021-22 and she is eligible for both offsets. The ATO works out her low income tax offset as $700 minus 5c per $1 above $37,500, and her low and middle income tax offset as $675 plus 7.5c per $1 above $37,000, then adds them together to reduce her tax payable.

What is the total tax offset (LITO + LMITO) used to reduce Selina's tax payable for 2021-22?

A. $1,550
B. $1,125
C. $1,100
D. $425","$1,550","$1,125","$1,100",$425,A,"$1,550",1550.0,AUD,"Kept taxable income within the overlapping 2021-22 LITO 5c taper band and LMITO 7.5c phase-in band ($37,501-$45,000) → LITO = 700 - (43,000 - 37,500) x 0.05 = 700 - 275 = 425 → LMITO = 675 + (43,000 - 37,000) x 0.075 = 675 + 450 = 1,125 → Total offset = 425 + 1,125 = 1,550","{""$1,550"": ""Correct answer"", ""$1,125"": ""Counted only the LMITO and omitted the LITO"", ""$1,100"": ""Used the LMITO base of $675 without adding the 7.5c-per-dollar phase-in amount"", ""$425"": ""Counted only the LITO and omitted the LMITO""}","{""formula"": ""(lito_max - (taxable_income - lito_taper_start) * lito_taper_rate) + (lmito_base + (taxable_income - lmito_phase_start) * lmito_phase_rate)"", ""params"": {""taxable_income"": 43000, ""lito_max"": 700, ""lito_taper_start"": 37500, ""lito_taper_rate"": 0.05, ""lmito_base"": 675, ""lmito_phase_start"": 37000, ""lmito_phase_rate"": 0.075}, ""expected"": 1550.0}"
Q131,Individual income tax,Foreign resident – no tax-free threshold and no Medicare levy,Income tax (individual),2024-25,medium,"[""Income Tax Rates Act 1986 s 12"", ""Income Tax Rates Act 1986 Sch 7 Pt II"", ""Medicare Levy Act 1986 s 7""]",https://www.ato.gov.au/tax-rates-and-codes/tax-rates-foreign-residents,"Diego is a foreign resident for tax purposes for the whole 2024-25 income year and has Australian-sourced taxable income of $105,000. He is NOT entitled to the tax-free threshold and, as a foreign resident, is NOT required to pay the Medicare levy. For 2024-25 the foreign resident rates are 32.5c for each $1 from the first dollar up to $120,000 (there is no $18,200 tax-free band and no $5,092 base step that residents get).

What is Diego's Australian income tax for 2024-25?

A. $34,125
B. $28,210
C. $24,592
D. $36,225","$34,125","$28,210","$24,592","$36,225",A,"$34,125",34125.0,AUD,"Foreign residents get NO tax-free threshold: the first dollar is taxed. → 2024-25 foreign resident first bracket: 32.5c for each $1 from 0 to $120,000. → Income tax = 105,000 x 0.325 = 34,125. → Foreign residents are not required to pay the Medicare levy, so nothing is added.","{""$34,125"": ""Correct answer"", ""$28,210"": ""Applied the $18,200 tax-free threshold before the foreign resident rate (foreign residents don't get it)"", ""$24,592"": ""Used the resident schedule ($5,092 base + 32.5c over $45,000), wrongly giving the foreign resident the tax-free threshold/base step"", ""$36,225"": ""Added a 2% Medicare levy even though foreign residents are exempt from the Medicare levy""}","{""formula"": ""taxable_income * foreign_rate"", ""params"": {""taxable_income"": 105000, ""foreign_rate"": 0.325, ""tax_free_threshold"": 18200, ""resident_base"": 5092, ""resident_threshold"": 45000, ""resident_rate"": 0.325, ""medicare_rate"": 0.02}, ""expected"": 34125.0}"
Q132,Employment,"PAYG instalments – varying the instalment amount (3rd quarter, 75% cumulative)",Income tax (PAYG instalments),2024-25,medium,"[""TAA 1953 Sch 1 s 45-110"", ""TAA 1953 Sch 1 s 45-205""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/payg-instalments/how-to-vary-your-payg-instalments,"Devon receives income from his investments. His quarterly PAYG instalment amount is $8,000, which he paid in the first quarter (1 July to 30 September) and second quarter (1 October to 31 December). In January he sells some investments and varies his instalment amount on his third-quarter activity statement. Using the PAYG instalments calculator he estimates the tax on his instalment income for the full year will be $24,000. For the third quarter he must have paid 75% of his estimated tax for the year, less the amounts already paid in the first two quarters.

What varied PAYG instalment amount does Devon need to pay in the third quarter?

A. -$4,000
B. $2,000
C. $8,000
D. $18,000","-$4,000","$2,000","$8,000","$18,000",B,"$2,000",2000.0,AUD,"Estimated tax for the year = $24,000 → Cumulative amount required by the third quarter = 75% × $24,000 = $18,000 → Less amounts already paid in Q1 and Q2: $18,000 − ($8,000 + $8,000) = $2,000","{""-$4,000"": ""Applied the second-quarter 50% proportion instead of the third-quarter 75%"", ""$2,000"": ""Correct answer"", ""$8,000"": ""Used 100% of the estimated tax instead of the 75% cumulative third-quarter proportion"", ""$18,000"": ""Forgot to subtract the first and second quarter instalments already paid""}","{""formula"": ""est_tax*q3_pct - (q1 + q2)"", ""params"": {""est_tax"": 24000, ""q3_pct"": 0.75, ""q1"": 8000, ""q2"": 8000}, ""expected"": 2000.0}"
Q133,Income tests,Rebate income – SAPTO shading-out (single),Income tax – seniors and pensioners tax offset,2024-25,medium,"[""ITAA 1936 s 160AAAA"", ""Income Tax Assessment (1936 Act) Regulation 2015""]",https://www.ato.gov.au/individuals-and-families/income-deductions-offsets-and-records/tax-offsets/seniors-and-pensioners-tax-offset,"Dimitri is single and receives an age pension from Centrelink. His rebate income is $42,000. The single SAPTO maximum is $2,230, the shading-out threshold is $34,919 and the cut-out threshold is $52,759. Because his rebate income is below the cut-out threshold he is eligible, but as it exceeds the shading-out threshold his offset reduces by 12.5c for each $1 over $34,919.

What SAPTO amount is Dimitri entitled to for 2024-25?

A. $1,344.88
B. $2,230.00
C. -$3,020.00
D. $885.12","$1,344.88","$2,230.00","-$3,020.00",$885.12,A,"$1,344.88",1344.88,AUD,"Dimitri's rebate income $42,000 is above the $34,919 shading-out threshold but below the $52,759 cut-out, so it stays within the same shade-out segment as the base example → Rebate income above the shading-out threshold = 42,000 - 34,919 = 7,081 → Reduction = 7,081 x 0.125 = 885.125 → SAPTO = 2,230 - 885.125 = 1,344.875, which the ATO rounds up to 1,345","{""$1,344.88"": ""Correct answer"", ""$2,230.00"": ""Ignored the shading-out reduction and claimed the full maximum $2,230"", ""-$3,020.00"": ""Reduced by 12.5% of total rebate income instead of only the amount over the shading-out threshold"", ""$885.12"": ""Reported the reduction amount instead of the remaining offset""}","{""formula"": ""max_offset - (rebate_income - shade_threshold) * reduction_rate"", ""params"": {""rebate_income"": 42000, ""max_offset"": 2230, ""shade_threshold"": 34919, ""reduction_rate"": 0.125}, ""expected"": 1344.88}"
Q134,Rental property,"Borrowing expenses deductible over 5 years (first-year days apportionment, partly private)",Income tax (rental),2024-25,hard,"[""ITAA 1997 s 25-25""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses,"Imogen and Rupert (joint tenants, 50% each) secure a 25-year loan of $264,000 to buy a rental property for $220,000 and a private car for $44,000. Their borrowing expenses (establishment fees, valuation fees and stamp duty on the mortgage) total $2,150. As this exceeds $100, the deduction is spread over 5 years (1,826 days), which is less than the 25-year loan term. They obtained the loan on 3 August, giving 332 relevant days in the first income year, and only the rental-property portion ($220,000 of $264,000) is deductible.

What borrowing expenses deduction can Imogen and Rupert claim in the first year (combined)?

A. $390.91
B. $325.76
C. $358.33
D. $1,791.67",$390.91,$325.76,$358.33,"$1,791.67",B,$325.76,325.76,AUD,"Spread over 5 years (1,826 days) and apportion for the 332 days in the first year: 2,150 x (332 / 1,826) = 390.91 → Apportion for the rental-property portion of the loan: 390.91 x (220,000 / 264,000) → = 325.76","{""$390.91"": ""Forgot to exclude the private car portion of the loan ($39,000)"", ""$325.76"": ""Correct answer"", ""$358.33"": ""Used a flat one-fifth of the expenses instead of apportioning the first year by days"", ""$1,791.67"": ""Claimed the whole rental-portion of borrowing expenses in year 1 instead of spreading over 5 years""}","{""formula"": ""borrowing_expenses * (days_first_year / days_5yr) * (rental_loan / total_loan)"", ""params"": {""borrowing_expenses"": 2150, ""days_first_year"": 332, ""days_5yr"": 1826, ""rental_loan"": 220000, ""total_loan"": 264000}, ""expected"": 325.76}"
Q135,GST,Decreasing GST adjustment on sale of a partly-private capital asset,GST,2016-17,hard,"[""GST Act Div 132"", ""GST Act s 132-5""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/rules-for-specific-transactions/business-asset-transactions/gst-and-the-disposal-of-capital-assets,"Hugo runs an electrical business and is registered for GST. He bought a vehicle for $55,000 (including $5,000 GST) and used it 70% for business and 30% privately, so he claimed a GST credit of $3,500 (70% of the $5,000 GST). He made no other adjustments. Hugo later sells the vehicle for $27,500 (including $2,500 GST) as a taxable sale, and is entitled to a decreasing adjustment because he couldn't claim a full GST credit on purchase.

What decreasing GST adjustment can Hugo claim on the sale of the vehicle?

A. $750
B. $1,750
C. $1,500
D. $2,500",$750,"$1,750","$1,500","$2,500",A,$750,750.0,AUD,"Decreasing adjustment = 1/11 x price x (1 - adjusted GST credit / full GST credit) → = (1/11) x 27,500 x (1 - 3,500/5,000) → = 2,500 x (1 - 0.7) = 2,500 x 0.3 = 750","{""$750"": ""Correct answer"", ""$1,750"": ""Multiplied by the 70% credit ratio instead of the 30% private-use factor (1 - ratio)"", ""$1,500"": ""Took the difference between full and claimed credits ($1,500) instead of using the decreasing-adjustment formula"", ""$2,500"": ""Used the full 1/11 of the sale price without the (1 - credit ratio) factor""}","{""formula"": ""(1 / 11) * sale_price * (1 - adjusted_gst_credit / full_gst_credit)"", ""params"": {""sale_price"": 27500, ""adjusted_gst_credit"": 3500, ""full_gst_credit"": 5000}, ""expected"": 750.0}"
Q136,Superannuation,Excess concessional contributions added to assessable income (not silently capped),Income tax (individual),2024-25,hard,"[""ITAA 1997 s 291-15"", ""ITAA 1997 s 291-20"", ""ITAA 1997 Subdiv 291-B""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/concessional-contributions-cap,"Nadia has total concessional contributions of $38,000 for 2024-25 (employer SG plus salary sacrifice plus a deductible personal contribution). The concessional contributions cap from 1 July 2024 is $30,000 and she has no unused carry-forward cap. The excess concessional contributions (ECC) of $8,000 are included in her assessable income and taxed at her marginal rate, reduced by a 15% non-refundable tax offset for the contributions tax the fund already paid. Nadia's marginal rate on this amount is 37%.

What extra income tax does Nadia pay on her excess concessional contributions for 2024-25 (after the 15% offset)?

A. $8,360
B. $2,960
C. $1,760
D. $0","$8,360","$2,960","$1,760",$0,C,"$1,760",1760.0,AUD,"Concessional cap from 1 July 2024 = $30,000. → Excess concessional contributions (ECC) = 38,000 - 30,000 = 8,000 (added to assessable income, NOT silently capped). → ECC taxed at marginal rate less a 15% offset: effective extra rate = 37% - 15% = 22%. → Extra tax = 8,000 x 0.22 = 1,760.","{""$8,360"": ""Applied the (marginal - 15%) rate to the whole $38,000 contribution instead of only the $8,000 excess"", ""$2,960"": ""Taxed the $8,000 excess at the full 37% marginal rate but forgot the 15% non-refundable offset"", ""$1,760"": ""Correct answer"", ""$0"": ""Assumed the contribution was simply capped at $30,000, so no excess and no extra tax""}","{""formula"": ""(total_cc - cap) * (marginal_rate - offset_rate)"", ""params"": {""total_cc"": 38000, ""cap"": 30000, ""marginal_rate"": 0.37, ""offset_rate"": 0.15}, ""expected"": 1760.0}"
Q137,Individual income tax,"Medicare levy surcharge – income $1 over the Tier 1 floor (whole-income, not excess)",Medicare levy surcharge,2024-25,medium,"[""A New Tax System (Medicare Levy Surcharge—Fringe Benefits) Act 1999 s 12"", ""Medicare Levy Act 1986 s 8B""]",https://www.ato.gov.au/individuals-and-families/medicare-and-private-health-insurance/medicare-levy-surcharge/medicare-levy-surcharge-income-thresholds-and-rates,"Owen is single with no dependants and has no private patient hospital cover for the whole of 2024-25. His income for MLS purposes is exactly $97,001 - just $1 over the 2024-25 single base-tier ceiling of $97,000 - which places him in Tier 1. The Tier 1 rate is 1% and the surcharge is levied on his WHOLE income for MLS purposes, not just the $1 above the threshold.

What is Owen's Medicare levy surcharge for 2024-25?

A. $0.00
B. $0.01
C. $1,212.51
D. $970.01",$0.00,$0.01,"$1,212.51",$970.01,D,$970.01,970.01,AUD,"2024-25 single base tier is $97,000 or less; $97,001 is $1 over, so Owen is in Tier 1 (1%). → The surcharge applies to the WHOLE income for MLS purposes, not the amount over the threshold. → MLS = 97,001 x 0.01 = 970.01.","{""$0.00"": ""Treated $97,001 as still within the base tier (off-by-one) and charged no surcharge"", ""$0.01"": ""Charged the 1% surcharge only on the $1 above the threshold instead of the whole income"", ""$1,212.51"": ""Used the Tier 2 rate of 1.25% instead of the Tier 1 rate of 1%"", ""$970.01"": ""Correct answer""}","{""formula"": ""income_for_mls * tier1_rate"", ""params"": {""income_for_mls"": 97001, ""tier1_rate"": 0.01, ""threshold"": 97000, ""tier2_rate"": 0.0125}, ""expected"": 970.01}"
Q138,Depreciation,Diminishing value method – second year (reduced base value),"Income tax (capital allowances, Div 40)",2025-26,medium,"[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-70""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/prime-cost-straight-line-and-diminishing-value-methods,"Continuing the diminishing value example, a survey instrument that cost $50,000 with a 4-year effective life declined by $25,000 in its first year. The base value reduces each year by the prior decline in value, so the base value for the second year is $50,000 minus $25,000 = $25,000. The asset is held for the full 365 days of the second year and used wholly for a taxable purpose (200% rate).

What is the decline in value for the second year under the diminishing value method?

A. $6,250
B. $9,375
C. $12,500
D. $25,000","$6,250","$9,375","$12,500","$25,000",C,"$12,500",12500.0,AUD,"Base value for year 2 = 50,000 - 25,000 (year 1 decline) = 25,000 → Diminishing value rate = 200% / 4 years = 50% → Decline in value = 25,000 x (365 / 365) x 50% = 12,500","{""$6,250"": ""Applied the prime cost 100% rate to the base value instead of the 200% rate"", ""$9,375"": ""Used the old 150% diminishing value rate"", ""$12,500"": ""Correct answer"", ""$25,000"": ""Used the original $50,000 cost instead of the reduced $25,000 base value""}","{""formula"": ""base_value * (days_held / days_year) * (dv_factor / effective_life)"", ""params"": {""base_value"": 25000, ""cost"": 50000, ""days_held"": 365, ""days_year"": 365, ""effective_life"": 4, ""dv_factor"": 2.0, ""pc_factor"": 1.0}, ""expected"": 12500.0}"
Q139,Division 7A & Company Tax,Interest accrued on a Division 7A amalgamated loan (daily-balance method),Income tax (Division 7A),2014-15,hard,"[""ITAA 1936 s 109E""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-loans,"A Division 7A amalgamated loan has an opening principal of $90,000 at 1 July 2014. A $24,000 repayment on 1 October 2014 reduced the balance to $66,000, and a $12,000 repayment on 1 June 2015 reduced it to $54,000. Interest for the 2014-15 year is calculated annually in arrears on the daily balance at the 2015 benchmark rate of 5.95%: 92 days on $90,000, then 243 days on $66,000, then 30 days on $54,000 (365-day year).

What is the total interest accrued on the loan for the 2014-15 income year (rounded to the nearest dollar)?

A. $4,228
B. $4,165
C. $3,213
D. $5,355","$4,228","$4,165","$3,213","$5,355",A,"$4,228",4228.0,AUD,"Interest on $90,000 for 92 days: 5.95% x 90,000 x 92/365 = 1,349.59 → Interest on $66,000 for 243 days: 5.95% x 66,000 x 243/365 = 2,614.78 → Interest on $54,000 for 30 days: 5.95% x 54,000 x 30/365 = 264.05 → Total interest = 1,349.59 + 2,614.78 + 264.05 = 4,228 (rounded to nearest dollar)","{""$4,228"": ""Correct answer"", ""$4,165"": ""Used a simple average of the three balances rather than weighting each by the number of days it was outstanding"", ""$3,213"": ""Applied the rate to the closing balance only for the whole year"", ""$5,355"": ""Applied the benchmark rate to the full opening balance for the whole year, ignoring the repayments and day-weighting""}","{""formula"": ""round(rate*bal1*(days1/365) + rate*bal2*(days2/365) + rate*bal3*(days3/365))"", ""params"": {""bal1"": 90000, ""days1"": 92, ""bal2"": 66000, ""days2"": 243, ""bal3"": 54000, ""days3"": 30, ""rate"": 0.0595}, ""expected"": 4228.0}"
Q140,Rental property,Renting out part of a property (floor-area apportionment x time),Income tax (rental),2024-25,medium,"[""ITAA 1997 s 8-1"", ""IT 2167""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses,"Lawrence's private residence includes a self-contained flat whose floor area is one-third of the residence. He rents out the flat for 9 months (39 weeks) of the year at $160 per week; for the rest of the year his nephew lives there rent free. The annual mortgage interest, building insurance, rates and taxes for the whole property are $13,500. Lawrence apportions these on a floor-area basis (one-third applies to the flat) and then on a time basis (the flat produced rental income for three-quarters of the year).

What is Lawrence's net rental income from the flat for the year?

A. $2,865
B. -$3,885
C. -$7,260
D. $1,740","$2,865","-$3,885","-$7,260","$1,740",A,"$2,865",2865.0,AUD,"Rent = 39 weeks x $160 = 6,240 → Expenses for the flat = 13,500 x one-third x 75% = 3,375 → Net rental income = 6,240 - 3,375 = 2,865","{""$2,865"": ""Correct answer"", ""-$3,885"": ""Apportioned by time only and forgot the one-third floor-area apportionment"", ""-$7,260"": ""Deducted all $9,000 of whole-property expenses against the flat's rent"", ""$1,740"": ""Apportioned by floor area only and forgot the 50% time apportionment (flat rented half the year)""}","{""formula"": ""weeks_rented * rent_per_week - total_expenses * floor_fraction * time_fraction"", ""params"": {""weeks_rented"": 39, ""rent_per_week"": 160, ""total_expenses"": 13500, ""floor_fraction"": 0.3333333333333333, ""time_fraction"": 0.75}, ""expected"": 2865.0}"
Q141,Imputation,Franked dividend gross-up and top-up tax (individual),Income tax (imputation),2024-25,hard,"[""ITAA 1997 s 207-20"", ""ITAA 1997 s 207-35"", ""ITAA 1997 s 67-25""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/receiving-dividends-and-other-distributions,"Tobias, an Australian resident individual on a 47% marginal rate (including Medicare levy), receives a franked distribution of $700 directly from a company with $300 of franking credits attached. He uses the gross-up and credit approach: he includes the grossed-up amount in assessable income and is entitled to a tax offset equal to the franking credit.

What is Tobias's additional ('top-up') tax payable on the franked distribution?

A. $329
B. $29
C. $470
D. $170",$329,$29,$470,$170,D,$170,170.0,AUD,"Grossed-up assessable income = $700 dividend + $300 franking credit = $1,000 → Tax on grossed-up income at 47% = $1,000 x 0.47 = $470 → Less franking credit tax offset = $300 → Top-up tax payable = $470 - $300 = $170","{""$329"": ""Applied the marginal rate to the cash dividend only, ignoring both the gross-up and the offset"", ""$29"": ""Taxed only the cash dividend (not grossed up) before deducting the franking credit, producing a negative/under-stated result"", ""$470"": ""Grossed up correctly but forgot to subtract the franking credit tax offset"", ""$170"": ""Correct answer""}","{""formula"": ""(dividend + franking_credit) * marginal_rate - franking_credit"", ""params"": {""dividend"": 700, ""franking_credit"": 300, ""marginal_rate"": 0.47}, ""expected"": 170.0}"
Q142,FBT,Car parking fringe benefit – daily rate from a periodic (monthly) fee,Fringe benefits tax,2024-25,medium,"[""FBTAA 1986 s 39A"", ""FBTAA 1986 s 39C""]",https://www.ato.gov.au/law/view/document?DocID=SAV/FBTGEMP/00017&PiT=99991231235958,"Park-Pro is a commercial parking station whose all-day parking fees are lower the greater the financial commitment. A customer pays $357 to park their car for a month that contains 21 business days, with the facility open 24 hours a day. Under the commercial parking station method, the lowest daily rate for all-day parking is worked out by dividing the periodic fee by the number of business days in the period.

What is the lowest daily rate charged by Park-Pro for all-day parking (the per-day taxable value of a car parking benefit under the commercial parking station method)?

A. $11.90
B. $32.08
C. $17.00
D. $357.00",$11.90,$32.08,$17.00,$357.00,C,$17.00,17.0,AUD,"Where all-day parking fees are paid periodically, the equivalent daily rate = total fee / business days in the period → Daily rate = 357 / 21 = 17.00 (rounded to the nearest cent) → This $17.00 is the lowest all-day parking rate and is the taxable value of one car parking fringe benefit under the commercial parking station method","{""$11.90"": ""Divided the monthly fee by 30 calendar days instead of the 21 business days"", ""$32.08"": ""Grossed up the daily taxable value by the Type 2 factor before reporting it"", ""$17.00"": ""Correct answer"", ""$357.00"": ""Used the whole monthly fee as the daily rate""}","{""formula"": ""monthly_fee / business_days"", ""params"": {""monthly_fee"": 357, ""business_days"": 21}, ""expected"": 17.0}"
